category	country	country_short	lang	lang_short	name	region	subject	text	type	url
National	USA	US	English	en	cw	North America	General News	Climatewire	webnews	http://www.eenews.net/cw
Local	Italy	IT	Italian	it	baritoday	European Union	General News	Bari Today	webnews	http://www.baritoday.it/
National	Greece	GR	Modern Greek (1453-)	el	rodiaki	European Union	General News	rodiaki	webnews	https://www.rodiaki.gr/
National	United Kingdom	GB	English	en	thanetgazette	Europe Other	General News	Thanet gazette	webnews	http://www.thanetgazette.co.uk/
Regional	Portugal	PT	Portuguese	pt	tribunadamadeira	European Union	General News	Tribuna da Madeira	webnews	http://www.tribunadamadeira.pt/
National	Netherlands	NL	Dutch	nl	schuttevaer	European Union	General News	Schuttevaer	webnews	https://www.schuttevaer.nl/nieuws/actueel/
National	USA	US	English	en	myrtlebeachonline	North America	General News	myrtlebeachonline	webnews	https://www.myrtlebeachonline.com/
National	Brazil	BR	Portuguese	pt	apublica	South America	General News	Agência Pública - Truco	webnews	https://apublica.org/
International	Belgium	BE	English	en	eacea-erasmus-plus	European Union	General News	EACEA Erasmus +	webnews	https://eacea.ec.europa.eu/erasmus-plus_en
National	United Kingdom	GB	English	en	westyorkshire	Europe Other	General News	West Yorkshire	webnews	https://www.westyorkshire.police.uk/
National	Guatemala	GT	Spanish	es	prensalibre	Central America	General News	Prensa Libre	webnews	http://www.prensalibre.com/
National	Lebanon	LB	Arabic	ar	almarkazia	Middle East	General News	Almarkazia	webnews	http://www.almarkazia.net/
National	Georgia	GE	Georgian	ka	bm	Asia	General News	bm	webnews	http://www.bm.ge/ka/
National	Sweden	SE	Swedish	sv	SVTSweden	European Union	General News	SVT	webnews	http://www.svt.se/
International	Thailand	TH	Thai	th	khaosodenglish	Asia	General News	khaosodenglish	webnews	http://www.khaosodenglish.com/
National	United Kingdom	GB	English	en	nottinghamshire	Europe Other	General News	Nottinghamshire Office of the Police and Crime Commissioner	webnews	http://www.nottinghamshire.pcc.police.uk/Home.aspx
National	Spain	ES	Spanish	es	freshplaza	European Union	General News	freshplaza	webnews	http://www.freshplaza.es/
National	Sweden	SE	Swedish	sv	blekingeposten	European Union	General News	blekingeposten	webnews	http://www.blekingeposten.se/
National	Mexico	MX	Spanish	es	cambiodemichoacan	North America	General News	Cambio de Michoacán	webnews	http://www.cambiodemichoacan.com.mx/
National	Congo, The Democratic Republic of the	CD	French	fr	digitalcongo	Africa	General News	Digitalcongo	webnews	https://www.digitalcongo.net/
National	USA	US	English	en	kansascity	North America	General News	Kansas City Star	webnews	http://www.kansascity.com/
National	Sweden	SE	Swedish	sv	av	European Union	General News	Arbetsmiljö Verket	webnews	https://www.av.se/
National	Finland	FI	Finnish	fi	raja	European Union	General News	Rajavartiolaitoksen tiedotteet	webnews	https://www.raja.fi/
Regional	Netherlands	NL	Dutch	nl	westonline	European Union	General News	Westonline	webnews	http://www.omroepwest.nl
National	Sweden	SE	Swedish	sv	vimmerbytidning	European Union	General News	Vimmerby Tidning	webnews	http://www.vimmerbytidning.se/nyheter/
National	Colombia	CO	Spanish	es	cronicadelquindio	Central America	General News	Cronica del Quindio	webnews	http://www.cronicadelquindio.com/
National	Norway	NO	Norwegian	no	an	Europe Other	General News	Hovedside	webnews	https://www.an.no
Local	Italy	IT	Italian	it	gazzettadimodena	European Union	General News	La Gazzetta di Modena	webnews	http://gazzettadimodena.gelocal.it/modena
International	Mexico	MX	Spanish	es	am	North America	General News	Periódico a.m.	webnews	https://www.am.com.mx/
International	USA	US	English	en	al	North America	General News	Alabama	webnews	http://www.al.com/#/0
National	Georgia	GE	English	en	messenger	Asia	General News	messenger	webnews	http://www.messenger.com.ge/
National	Netherlands	NL	Dutch	nl	ad	European Union	General News	Algemeendagblad	webnews	https://www.ad.nl/
National	Mozambique	MZ	Portuguese	pt	jornalnoticias	Africa	General News	Jornal Notícias	webnews	http://www.jornalnoticias.co.mz/
National	Turkey	TR	Turkish	tr	aa	EU Candidate	General News	Anadolu Ajansı	webnews	http://www.aa.com.tr/
National	Croatia	HR	Croatian	hr	dnevno	European Union	General News	Dnevno	webnews	http://dnevno.hr/
National	China	CN	Chinese	zh	yule-sohu	Asia	General News	Yule Sohu	webnews	https://yule.sohu.com/
National	Peru	PE	Spanish	es	americatv	South America	General News	America TV	webnews	http://www.americatv.com.pe/noticias/
Regional	Portugal	PT	Portuguese	pt	jornalnordeste	European Union	General News	Jornal do Nordeste	webnews	http://www.jornalnordeste.com/
National	Thailand	TH	Thai	th	posttoday	Asia	General News	posttoday	webnews	http://www.posttoday.com/
National	Romania	RO	Romanian	ro	b1	European Union	General News	B1	webnews	http://www.b1.ro/
International	Germany	DE	English	en	spiegel-en	European Union	General News	Spiegel - English	webnews	http://www.spiegel.de/international/
National	Italy	IT	Italian	it	insalutenews	European Union	General News	In salute news	webnews	https://www.insalutenews.it/in-salute/
National	Switzerland	CH	English	en	refworld	Europe Other	General News	Refworld	webnews	http://www.refworld.org/
National	Turkey	TR	Turkish	tr	sozcu	EU Candidate	General News	Sözcü	webnews	http://www.sozcu.com.tr/
International	United Kingdom	GB	English	en	middleeasteye	Europe Other	General News	Middle East Eye	webnews	https://www.middleeastmonitor.com/
National	Israel	IL	Hebrew	he	a7	Middle East	General News	Israel News	webnews	http://www.inn.co.il/
National	New Zealand	NZ	English	en	scoop-co-nz	Oceania	General News	Scoop - New Zealand News	webnews	https://www.scoop.co.nz/
National	Sweden	SE	Swedish	sv	fhs	European Union	General News	Försvarshögskolans	webnews	http://www.fhs.se/sv/
National	Republic Congo	CG	French	fr	journaldebrazza	Africa	General News	Journal de Brazza	webnews	http://www.journaldebrazza.com/
National	Sweden	SE	Swedish	sv	svenskhandel	European Union	General News	ttela	webnews	https://www.svenskhandel.se/
National	Romania	RO	Romanian	ro	a1	European Union	General News	Antena 1 - Romania	webnews	http://a1.ro/
National	Georgia	GE	Georgian	ka	newsportal	Asia	General News	newsportal	webnews	http://newsportal.ge/
National	Turkey	TR	Turkish	tr	internethaber	EU Candidate	General News	Internet Haber	webnews	http://www.internethaber.com/
National	United Kingdom	GB	English	en	nature-natura-ja	Europe Other	General News	Nature - the journal of antibiotics	webnews	https://www.nature.com/ja/
National	USA	US	English	en	congoresearchgroup	North America	General News	Congo Research Group	webnews	http://congoresearchgroup.org
National	Poland	PL	Polish	pl	onet-poznan	European Union	General News	poznan	webnews	https://poznan.onet.pl/
National	Greece	GR	Modern Greek (1453-)	el	patrastimes	European Union	General News	patrastimes	webnews	http://patrastimes.gr/
National	Brazil	BR	Portuguese	pt	fgv	South America	General News	Fundação  Getulio Vargas	webnews	http://portal.fgv.br/
National	Germany	DE	German	de	bundesregierung	European Union	General News	Bundesregierung	webnews	https://www.bundesregierung.de/breg-de
National	United Kingdom	GB	English	en	policyexchange	Europe Other	General News	migration NGO3 - Policy Exchange	webnews	https://policyexchange.org.uk/
National	Austria	AT	English	en	pr-inside	European Union	General News	PR-inside	webnews	http://www.pr-inside.com/
Local	Spain	ES	Spanish	es	diarioCordoba	European Union	General News	Diario de Córdoba	webnews	http://www.diariocordoba.com/
National	Sweden	SE	Swedish	sv	automation	European Union	General News	automation	webnews	http://automation.se/
National	USA	US	English	en	electrek-co	North America	General News	electrek	webnews	https://electrek.co/
National	Japan	JP	Japanese	ja	okinawatimes	Asia	General News	Okinawa Times	webnews	http://www.okinawatimes.co.jp/top/
National	Russia	RU	Russian	ru	bankir	Asia	General News	Bankir	webnews	http://bankir.ru/rss/news.rss
National	Germany	DE	English	en	newenergy	European Union	General News	newenergy	webnews	https://www.newenergy.info/
National	Netherlands	NL	Dutch	nl	eenvandaag	European Union	General News	EenVandaag	webnews	https://eenvandaag.avrotros.nl/
National	USA	US	English	en	vindy	North America	General News	Vindy	webnews	http://www.vindy.com/
National	France	FR	English	en	etsi	European Union	General News	European Telecommunications Standards Institute	webnews	http://www.etsi.org/
National	Netherlands	NL	Dutch	nl	managementscope	European Union	General News	Managementscope	webnews	http://managementscope.nl/
National	Romania	RO	Romanian	ro	dilemaveche	European Union	General News	Dilema Veche	webnews	http://dilemaveche.ro
National	Senegal	SN	French	fr	adakar	Africa	General News	adakar	webnews	http://www.adakar.com/
National	Italy	IT	Italian	it	tgcom	European Union	General News	TG COM	TVRadio	http://www.tgcom24.mediaset.it/
National	Cambodia	KH	English	en	cambodiantimes	Asia	General News	Internet news media	webnews	https://www.cambodiantimes.com/
National	Bolivia	BO	Spanish	es	elpaisonline	South America	General News	El Pais Online	webnews	https://elpais.bo/
National	Estonia	EE	Estonian	et	parnu-postimees	European Union	General News	Pärnu Postimees	webnews	https://parnu.postimees.ee
National	Poland	PL	Polish	pl	tokfm	European Union	General News	TokFM	webnews	http://www.tokfm.pl/Tokfm/0,0.html
International	Germany	DE	German	de	bioeconomy-de	European Union	General News	BioEconomy Cluster	webnews	http://bioeconomy.de
National	Georgia	GE	Georgian	ka	netgazeti	Asia	General News	netgazeti	webnews	http://netgazeti.ge/
National	Paraguay	PY	Spanish	es	episcopal	South America	General News	Conferencia Episcopal Paraguay	webnews	http://www.episcopal.org.py/
National	Turkey	TR	Turkish	tr	netgazete	EU Candidate	General News	Netgazete	webnews	http://www.netgazete.com/
National	Norway	NO	Norwegian	no	nytid	Europe Other	General News	Ny Tid	webnews	http://www.nytid.no/
National	Syria	SY	Arabic	ar	albaath	Middle East	General News	albaath	webnews	http://albaath.news.sy 
National	Mexico	MX	Spanish	es	expreso-press	North America	General News	Expreso Press Todo Tamaulipas, Toda la información	webnews	https://expreso.press/
National	Romania	RO	Romanian	ro	caleaeuropeana	European Union	General News	CaleaEuropeana	webnews	http://www.caleaeuropeana.ro/
National	Italy	IT	Italian	it	ennanotizie	European Union	General News	Enna notizie	webnews	http://www.ennanotizie.info/
National	North Macedonia	MK	Macedonian	mk	puls24	EU Candidate	General News	puls24	webnews	http://puls24.mk/
National	USA	US	English	en	lancasterbee	North America	General News	Lancaster	webnews	https://www.lancasterbee.com/
National	Mexico	MX	Spanish	es	el-mexicano	North America	General News	El Mexicano	webnews	http://www.el-mexicano.com.mx/inicio.htm
International	USA	US	English	en	fec	North America	General News	fec	TVRadio	https://www.fec.gov/
National	Sweden	SE	Swedish	sv	energi-miljo	European Union	General News	energi-miljo	webnews	http://www.energi-miljo.se/
National	India	IN	Malayalam	ml	keralakaumudi	Asia	General News	keralakaumudi	webnews	https://keralakaumudi.com/news/
International	USA	US	English	en	enoughblog	North America	General News	The Enough Project	webnews	http://www.enoughproject.org/blog
Regional	Poland	PL	Polish	pl	naszemiastowroclaw	European Union	General News	wiadomosci wroclaw	webnews	https://wroclaw.naszemiasto.pl/
National	Malta	MT	English	en	plumtri-org	European Union	General News	Plumtri	webnews	https://www.plumtri.org/
National	Argentina	AR	Spanish	es	laopinion-pergamino	South America	General News	La Opinion de Pergamino	webnews	https://www.laopinionpergamino.com.ar/
National	Syria	SY	Arabic	ar	alwatan-sy	Middle East	General News	Alwatan Newspaper - Syria	webnews	http://alwatan.sy/
National	Poland	PL	English	en	sciendo	European Union	General News	polish journal of entomology	webnews	https://content.sciendo.com/view/journals/pjen/pjen-overview.xml
National	Albania	AL	Albanian	sq	shqiptarja	EU Candidate	General News	shqiptarja	webnews	http://shqiptarja.com/home.php
National	Sweden	SE	Swedish	sv	polisen-se	European Union	General News	Polisen	webnews	https://polisen.se/
National	Greece	GR	Modern Greek (1453-)	el	parapolitikakritis	European Union	General News	parapolitikakritis	webnews	https://www.parapolitikakritis.gr
National	Italy	IT	Italian	it	helpconsumatori	European Union	General News	Help consumatori	webnews	http://www.helpconsumatori.it/
National	Egypt	EG	Arabic	ar	almasryalyoum	Africa	General News	Al Masry Al Youm (Arabic)	webnews	http://www.almasryalyoum.com/
National	Spain	ES	Spanish	es	apte	European Union	General News	apte	webnews	https://www.apte.org/
National	Belgium	BE	English	en	eppgroup	European Union	General News	Christian Democrats in the European Parliament	webnews	https://www.eppgroup.eu/
National	Slovenia	SI	Slovenian	sl	dolenjskilist	European Union	General News	Dolenjski List	webnews	http://www.dolenjskilist.si/si/
Regional	Italy	IT	Italian	it	statoquotidiano	European Union	General News	Stato Quotidiano	webnews	http://www.statoquotidiano.it/
National	Montenegro	ME	English	en	mnnews	EU Candidate	General News	mnnews	webnews	https://www.mina.news/feed/
National	Belgium	BE	English	en	fch	European Union	General News	Fuel Cells and Hydrogen	webnews	https://www.fch.europa.eu/
National	Ireland	IE	English	en	highlandradio	European Union	General News	Highland radio	webnews	http://www.highlandradio.com/
National	Lebanon	LB	French	fr	nna-fr	Middle East	General News	NNA - Official website Liban Beyrouth (Francais)	webnews	http://www.nna-leb.gov.lb/fr
National	USA	US	English	en	thestrategybridge	North America	General News	The strategy bridge	webnews	https://thestrategybridge.org/
National	Netherlands	NL	Dutch	nl	banken	European Union	General News	Banken	webnews	http://www.banken.nl/
National	United Kingdom	GB	Arabic	ar	globalwitness	Europe Other	General News	Global Witness	webnews	https://www.globalwitness.org/en/
National	USA	US	English	en	mlactu	North America	General News	Le site d'actus & infos du monde d'aujourd'hui	webnews	https://www.mlactu.fr/
National	Canada	CA	English	en	citynews-ca	North America	General News	City News	webnews	http://www.citynews.ca/
National	Canada	CA	French	fr	mondialisation	North America	General News	Global Research	webnews	http://www.mondialisation.ca/
National	Brazil	BR	Portuguese	pt	cartacapital	South America	General News	Carta Capital	webnews	https://www.cartacapital.com.br/
National	Lebanon	LB	English	en	nna-en	Middle East	General News	NNA - Official website Liban Beyrouth (English)	webnews	http://www.nna-leb.gov.lb/en
National	Poland	PL	Polish	pl	pomorska	European Union	General News	Gazeta Pomorska	webnews	http://www.pomorska.pl/
National	Nicaragua	NI	English	en	nicaraguahoy	Central America	General News	Nicaragua Hoy	webnews	https://www.nicaraguahoy.info/
International	Germany	DE	German	de	faz	European Union	General News	FAZ - Frankfurter Allgemeine Zeitung	webnews	https://www.faz.net/aktuell/
National	Luxemburg	LU	German	de	lessentiel-lu-lb	European Union	General News	L'essentiel Online	webnews	http://www.lessentiel.lu/fr/
National	Israel	IL	Hebrew	he	ynet	Middle East	General News	Ynet	webnews	http://www.ynet.co.il/home/0,7340,L-8,00.html
