category	country	country_short	lang	lang_short	name	region	subject	text	type	url
National	Bulgaria	BG	Bulgarian	bg	bivol	European Union	General News	bivol	webnews	https://bivol.bg/
National	United Kingdom	GB	French	fr	bbc-french-africa	Europe Other	General News	BBC French	webnews	http://www.bbc.com/afrique
International	Venezuela	VE	Spanish	es	unionradio	South America	General News	Unión Radio	webnews	http://unionradio.net/
National	Switzerland	CH	English	en	admin	Europe Other	General News	Swiss Confederation	webnews	https://www.admin.ch/gov/en/start.html
National	Bulgaria	BG	Bulgarian	bg	economic-bg	European Union	General News	Economic - BG	webnews	https://www.economic.bg/bg
Local	Italy	IT	Italian	it	trmtv	European Union	General News	trmtv	webnews	http://www.trmtv.it/
National	Hungary	HU	Hungarian	hu	semmelweis-hu	European Union	General News	168 Ora Online	webnews	https://semmelweis.hu/hirek/
Regional	Netherlands	NL	Dutch	nl	itnijs	European Union	General News	It Nijs	webnews	http://itnijs.nl/
National	USA	US	English	en	mckinsey	North America	General News	mckinsey	webnews	https://www.mckinsey.com/featured-insights
National	Luxemburg	LU	English	en	euodp	European Union	General News	migration NGO - euodp	webnews	https://data.europa.eu/euodp/en/home
National	United Kingdom	GB	English	en	gridserve	Europe Other	General News	Grid Serve	webnews	https://www.gridserve.com/
National	Sweden	SE	Swedish	sv	sigtunabygden	European Union	General News	sigtunabygden	webnews	http://www.unt.se/sigtunabygden/
International	Israel	IL	English	en	wis-wander	Middle East	General News	Weizmann Wonder Wander	webnews	http://wis-wander.weizmann.ac.il/
National	Belgium	BE	English	en	feps-europe	European Union	General News	migration NGO - Fondation européenne d'études progressistes - FEPS	webnews	http://www.feps-europe.eu/en/
National	Greece	GR	Modern Greek (1453-)	el	efsyn	European Union	General News	Efimerida twn Syntaktwn	webnews	https://www.efsyn.gr/
Local	Romania	RO	Hungarian	hu	e-nepujsag	European Union	General News	Népújság	webnews	https://www.e-nepujsag.ro/
National	Lesotho	LS	English	en	lestimes	Africa	General News	Lesotho Times	webnews	http://lestimes.com/
National	Sri Lanka	LK	Sinhala	si	lankatruth	Asia	General News	Lankatruth	webnews	http://www.lankatruth.com/si/
International	Singapore	SG	English	en	worldscientific	Asia	General News	The Straits Times - Singapore	webnews	http://www.worldscientific.com/
National	Serbia	RS	English	en	srbija	EU Candidate	General News	Serbian Government	webnews	http://www.srbija.gov.rs/
International	USA	US	English	en	wsoctv	North America	General News	wsoctv	webnews	http://www.wsoctv.com/
National	Italy	IT	Italian	it	IlFoglio	European Union	General News	Il Foglio	webnews	https://www.ilfoglio.it/
International	United Kingdom	GB	English	en	skynews	Europe Other	General News	sky news	TVRadio	http://news.sky.com/
National	Venezuela	VE	English	en	laht	South America	General News	Latin American Herald Tribune	webnews	http://www.laht.com/index.asp
National	Sri Lanka	LK	Tamil	ta	thenee	Asia	General News	thenee	webnews	http://www.thenee.com/
Local	Italy	IT	Italian	it	ilmartino	European Union	General News	Il Martino	webnews	https://www.ilmartino.it/
National	Romania	RO	Hungarian	hu	kronika	European Union	General News	Krónika.ro	webnews	https://kronikaonline.ro/
National	Italy	IT	Italian	it	lumsa	European Union	General News	lumsa	webnews	https://www.lumsa.it/
National	Australia	AU	English	en	watoday	Oceania	General News	watoday	webnews	https://www.watoday.com.au/
National	Domenican Republic	DO	Spanish	es	eldia-do	Central America	General News	El Día	webnews	http://eldia.com.do/
Local	Italy	IT	Italian	it	giornaledisondrio	European Union	General News	Giornale di Sondrio	webnews	https://giornaledisondrio.it/
National	Nicaragua	NI	Spanish	es	nuevaya	Central America	General News	La Nueva Radio YA	webnews	http://nuevaya.com.ni/
International	Greece	GR	English	en	money-tourism-en	European Union	General News	Home - ΧΡΗΜΑ &amp; ΤΟΥΡΙΣΜΟΣ money-tourism.gr	webnews	https://money-tourism.gr/en/
National	Germany	DE	German	de	freiburg	European Union	General News	Freiburg im Breisgau	webnews	http://www.freiburg.de/pb/,Lde/205243.html
National	Mauritania	MR	French	fr	rapideinfo	Africa	General News	Rapide Info	webnews	http://rapideinfo.net/
National	United Kingdom	GB	English	en	nesta	Europe Other	General News	nesta	webnews	https://www.nesta.org.uk
National	Greece	GR	Modern Greek (1453-)	el	lawnet	European Union	General News	lawnet	webnews	https://lawnet.gr/
Regional	Germany	DE	German	de	spdbox	European Union	General News	SPDBOX	webnews	http://www.spdbox.de/
National	Turkey	TR	Turkish	tr	urfahizmet	EU Candidate	General News	urfahaber	webnews	http://www.urfahizmet.com/anasayfa.aspx
Local	Spain	ES	Spanish	es	MelillaHoy	European Union	General News	Melilla Hoy - Diario de la Ciudad Autónoma de Melilla	webnews	http://www.melillahoy.es/
National	Lebanon	LB	Arabic	ar	moqawama	Middle East	General News	Lebanon Newspaper	webnews	http://www.moqawama.org/siteindex.php
National	United Kingdom	GB	English	en	migrationwatch	Europe Other	General News	migration NGO - Migration Watch UK	webnews	https://migrationdataportal.org/
National	Zimbabwe	ZW	English	en	thezimbabwean	Africa	General News	The Zimbabweans	webnews	http://www.thezimbabwean.co.uk
National	Romania	RO	Romanian	ro	ziuaconstanta	European Union	General News	Ziua de Constanta	webnews	http://www.ziuaconstanta.ro/
International	United Kingdom	GB	English	en	middle-east-online_en	Europe Other	General News	Middle East online	webnews	https://middle-east-online.com/en
National	Argentina	AR	Spanish	es	buenosaires	South America	General News	Buenos Aires Ciudad	webnews	http://www.buenosaires.gob.ar/
National	Cyprus	CY	Modern Greek (1453-)	el	mof-gov-cy	European Union	General News	Cyprus Customs and Excise Department	webnews	https://www.mof.gov.cy/mof/customs/customs.nsf/index_gr/index_gr?opendocument 
National	Romania	RO	Romanian	ro	crainou	European Union	General News	Crai nou	webnews	http://www.crainou.ro/
National	Albania	AL	Albanian	sq	balkanweb	EU Candidate	General News	Balkan Web	webnews	http://www.balkanweb.com/site/?v=7
Local	Romania	RO	Romanian	ro	monitorulneamt	European Union	General News	Monitorul de Neamț și Roman	webnews	http://monitorulneamt.ro/
International	Gambia	GM	English	en	foroyaa	Africa	General News	Foroyaa Newspaper	webnews	http://www.foroyaa.gm/
National	Italy	IT	Italian	it	insic	European Union	General News	InSic	webnews	https://www.insic.it/
Local	Italy	IT	Italian	it	ilfattoquotidiano	European Union	General News	Il Fatto Quotidiano	webnews	http://www.ilfattoquotidiano.it/
National	USA	US	English	en	cambridge-core	North America	General News	journal of economic history	webnews	https://www.cambridge.org/core/journals/journal-of-economic-history
National	USA	US	English	en	elagrario	North America	General News	Diario del Alto Aragon	webnews	https://www.elagrario.com/
National	Portugal	PT	English	en	emsa	European Union	General News	European Maritime Safety Agency	webnews	http://www.emsa.europa.eu/
International	USA	US	English	en	wilsoncenter	North America	General News	migration NGO3 - Wilson Center	webnews	https://www.wilsoncenter.org/
National	Japan	JP	Japanese	ja	tokachi	Asia	General News	Tokachi Mainichi Shimbun	webnews	https://www.tokachi.co.jp/
National	Cambodia	KH	Central Khmer	km	sabaynews	Asia	General News	Sabay news	webnews	http://news.sabay.com.kh/
National	Sweden	SE	Swedish	sv	olandsbladet	European Union	General News	Ölandsbladet	webnews	https://www.olandsbladet.se/
National	Germany	DE	German	de	br-online	European Union	General News	BR - Bayerischer Rundfunk	webnews	http://www.br.de/index.html
National	Oman	OM	English	en	omannews-en	Middle East	General News	Oman News Agency	webnews	http://omannews.gov.om/en
National	Colombia	CO	Spanish	es	elpais-CO	South America	General News	EL PAIS - Colombia	webnews	http://www.elpais.com.co/
Regional	Poland	PL	Polish	pl	dziennikzachodni	European Union	General News	Dziennik Zachodni	webnews	http://www.dziennikzachodni.pl/
National	USA	US	English	en	yamana	North America	General News	yamana	webnews	https://www.yamana.com/English/Home/default.aspx
National	Vietnam	VN	Vietnamese	vi	thanhnien	Asia	General News	Thanh Niên	webnews	http://www.thanhnien.com.vn/
National	Latvia	LV	Russian	ru	delfi-rus	European Union	General News	DELFI	webnews	https://rus.delfi.lv/
National	Australia	AU	English	en	probonoaustralia	Oceania	General News	Pro Bono Australia | Charity and not-for-profit news, jobs and resources	webnews	https://probonoaustralia.com.au/
International	Mexico	MX	Spanish	es	jalisco	North America	General News	Gobierno del Estado de Jalisco	webnews	https://jalisco.quadratin.com.mx/
National	Netherlands	NL	Dutch	nl	deondernemer	European Union	General News	de ondernemer	webnews	https://www.deondernemer.nl/
National	Poland	PL	Polish	pl	tygodnik	European Union	General News	Tygodnik Powszechny	webnews	http://tygodnik.onet.pl/
National	USA	US	French	fr	news-un-fr	North America	General News	ONU Info	webnews	https://news.un.org/fr/
National	Ireland	IE	English	en	tippfm	European Union	General News	Tipp FM	webnews	http://www.tippfm.com/
National	Guatemala	GT	Spanish	es	newsinamerica	Central America	General News	newsinamerica - Periodico Digital Centroamericano y del Caribe	webnews	http://www.newsinamerica.com/index.php
National	Russia	RU	Russian	ru	polit	Asia	General News	Polit	webnews	http://www.polit.ru/
National	Sweden	SE	Swedish	sv	habit	European Union	General News	Habit	webnews	https://www.habit.se/
Local	Italy	IT	Italian	it	radiolaser	European Union	General News	Radio Laser	webnews	http://www.radiolaser.it/
National	USA	US	English	en	rxivist	North America	General News	rxivist	webnews	https://rxivist.org/
National	Brazil	BR	Portuguese	pt	eletronuclear	South America	General News	Eletronuclear	webnews	http://www.eletronuclear.gov.br/Paginas/default.aspx
National	USA	US	Spanish	es	news-un-es	North America	General News	Noticias ONU	webnews	https://news.un.org/es/
National	Czech Republic	CZ	Czech	cs	denik	European Union	General News	Deník	webnews	http://www.denik.cz/
National	Italy	IT	Italian	it	aiti	European Union	General News	Associazione Italiana Traduttori e Interpreti	webnews	https://aiti.org/it
National	Guinea	GN	French	fr	radio-kankan	Africa	General News	Radio Kankan	webnews	http://www.radio-kankan.com/
National	Slovenia	SI	Slovenian	sl	vecer	European Union	General News	VECER - daily newspaper	webnews	http://www.vecer.si
National	Egypt	EG	Arabic	ar	alalamelyoum	Africa	General News	alalamelyoum	webnews	http://www.alalamelyoum.com/
National	Japan	JP	Japanese	ja	aist	Asia	General News	aist	webnews	http://www.aist.go.jp
National	Italy	IT	Italian	it	napolivillage	European Union	General News	Napoli Village	webnews	https://www.napolivillage.com/
National	Venezuela	VE	Spanish	es	noticiaaldia	South America	General News	Noticia al dia	webnews	https://noticiaaldia.com/
National	USA	US	English	en	aviationtoday	North America	General News	Aviation Today	webnews	https://www.aviationtoday.com/
National	India	IN	English	en	HindustanTimes	Asia	General News	Hindustan times	webnews	http://www.hindustantimes.com/
National	Italy	IT	Italian	it	emutuo	European Union	General News	emutuo	webnews	https://emutuo.it/
National	France	FR	French	fr	francesoir	European Union	General News	France Soir	webnews	http://www.francesoir.fr/
National	Albania	AL	Albanian	sq	gazetadita	EU Candidate	General News	Gazeta Dita	webnews	http://www.gazetadita.al/ 
National	Belgium	BE	English	en	josefa-foundation	European Union	General News	migration NGO - JOSEFA Foundation	webnews	https://www.josefa-foundation.org/en
National	Sweden	SE	Swedish	sv	kommunal	European Union	General News	kommunal	webnews	https://www.kommunal.se/
International	Australia	AU	English	en	heraldsun	Oceania	General News	Herald Sun	webnews	http://www.heraldsun.com.au/
National	Japan	JP	Japanese	ja	mainichi	Asia	General News	Mainichi	webnews	http://www.mainichi.co.jp/
Regional	Netherlands	NL	Dutch	nl	hetkontakt	European Union	General News	Het Kontakt	webnews	http://www.hetkontakt.nl/
International	Lebanon	LB	Arabic	ar	al-aman	Middle East	General News	al-aman	webnews	http://al-aman.com/
National	Saint Kitts and Nevis	KN	English	en	sunstkitts	Central America	General News	St.Kitts and Nevis Observer	webnews	http://www.thestkittsnevisobserver.com/
National	Pakistan	PK	English	en	app-en	Middle East	General News	Associated Press of Pakistan	webnews	http://www.app.com.pk/
National	Lithuania	LT	Lithuanian	lt	kronika-lt	European Union	General News	kronika	webnews	http://www.kronika.lt/
National	USA	US	English	en	wral	North America	General News	wral	webnews	http://www.wral.com/
National	Trinidad and Tobago	TT	English	en	trinidadexpress	South America	General News	Trinidad and Tobago Express	webnews	http://www.trinidadexpress.com/
National	Romania	RO	Romanian	ro	gazetademaramures	European Union	General News	Gazeta de maramures	webnews	http://www.gazetademaramures.ro/
National	Romania	RO	Romanian	ro	g4media	European Union	General News	G4Media.ro	webnews	https://www.g4media.ro/articole
International	France	FR	French	fr	jeuneafrique	European Union	General News	Jeune Afrique	webnews	https://www.jeuneafrique.com
National	Denmark	DK	Danish	da	transporttidende	European Union	General News	Transport nyt ǀ Til vands, til lands og i luften ǀ | transporttidende.com	webnews	https://transporttidende.com/
National	Burundi	BI	French	fr	iwacu-burundi-fr	Africa	General News	Iwacu French New	webnews	http://www.iwacu-burundi.org/
National	St. Lucia	LC	English	en	htsstlucia	Central America	General News	Helen Television Systems (HTS)	webnews	http://www.htsstlucia.org/
National	France	FR	French	fr	cnews	European Union	General News	C NEWS	webnews	https://www.cnews.fr/
National	United Kingdom	GB	English	en	nature-npjprecisiononcology	Europe Other	General News	Nature - npj Precision Oncology	webnews	https://www.nature.com/npjprecisiononcology/
National	Egypt	EG	Arabic	ar	al-ahaly	Africa	General News	alahalygate	webnews	http://alahalygate.com/
National	Mexico	MX	Spanish	es	diariodecolima	North America	General News	Diario de Colima	webnews	http://www.diariodecolima.com/
National	United Kingdom	GB	English	en	institute-global	Europe Other	General News	institute global	webnews	https://institute.global/
National	USA	US	English	en	opensocietyfoundations	North America	General News	migration NGO - Open Society Foundations	webnews	https://www.opensocietyfoundations.org/
International	USA	US	English	en	irinnews	North America	General News	United Nations Integrated Regional Information Networks	webnews	http://www.irinnews.org/
National	Brazil	BR	Portuguese	pt	beefpoint	South America	General News	BeefPoint	webnews	http://www.beefpoint.com.br/
National	Czech Republic	CZ	Czech	cs	nova	European Union	General News	TV Nova	webnews	https://tv.nova.cz/
National	USA	US	English	en	uchicago	North America	General News	migration NGO - American Journal of Sociology	webnews	https://www.journals.uchicago.edu/toc/ajs/current
National	France	FR	French	fr	mayottehebdo	Africa	General News	MayotteHebdo	webnews	http://www.mayottehebdo.com
National	Burundi	BI	English	en	iwacu-burundi-en	Africa	General News	Iwacu English New	webnews	http://www.iwacu-burundi.org/blogs/english/
National	USA	US	Arabic	ar	news-un-ar	North America	General News	Radio des Nations Unies	webnews	https://news.un.org/ar/
National	Sweden	SE	Swedish	sv	mucf	European Union	General News	mucf	webnews	http://www.mucf.se/
National	Jordan	JO	Arabic	ar	addustour	Middle East	General News	Addustour	webnews	http://www.addustour.com/
National	USA	US	English	en	desmoinesregister	North America	General News	The Des Moines Register	webnews	http://www.desmoinesregister.com/
National	Japan	JP	Japanese	ja	shinmai	Asia	General News	Shinano Mainichi Shimbun	webnews	http://www.shinmai.co.jp/
National	Portugal	PT	Portuguese	pt	Publico-PT	European Union	General News	Publico	webnews	http://www.publico.pt/
National	Belgium	BE	English	en	suschem	European Union	General News	suschem	webnews	http://www.suschem.org/
National	United Kingdom	GB	English	en	nature-sdata	Europe Other	General News	Nature - Spinal Cord Series and Cases	webnews	https://www.nature.com/sdata/
National	India	IN	English	en	indiatoday	Asia	General News	Indiatoday	webnews	https://www.indiatoday.in/
National	United Kingdom	GB	English	en	southwalesargus	Europe Other	General News	South Wales Argus	webnews	http://www.southwalesargus.co.uk/
International	Thailand	TH	English	en	irrawaddy	Asia	General News	The Irrawaddy Magazine	webnews	http://www.irrawaddy.org
National	Palestine, State of	PS	Arabic	ar	alresalah	Middle East	General News	alresalah	webnews	https://alresalah.ps/
National	Romania	RO	Romanian	ro	araratonline	European Union	General News	Ararat online	webnews	http://www.araratonline.com/
National	Thailand	TH	English	en	bday	Asia	General News	Business Day	webnews	http://www.bday.net/
National	Latvia	LV	English	en	leta.lv-website	European Union	General News	Latvian information agency	webnews	http://www.leta.lv/eng
National	USA	US	English	en	exbulletin	North America	General News	exbulletin	webnews	https://exbulletin.com/
National	Eritrea	ER	English	en	erena	Africa	General News	erena	webnews	http://erena.org/index.php/web-links
National	USA	US	English	en	eurekalert	North America	General News	EurekAlert!	webnews	https://www.eurekalert.org/
National	Poland	PL	Polish	pl	wyborcza	European Union	General News	Wyborczej	webnews	http://wyborcza.pl/0,0.html
National	Namibia	NA	English	en	informante	Africa	General News	informante	webnews	http://www.informante.web.na/
National	Austria	AT	English	en	era-learn	European Union	General News	Era Learn	webnews	https://www.era-learn.eu/
National	Cameroon	CM	French	fr	cameroon-info	Africa	General News	Cameroon-Info	webnews	http://www.cameroon-info.net/
National	USA	US	English	en	theintercept	North America	General News	The Intercept	webnews	https://theintercept.com/
National	France	FR	French	fr	dailynord	European Union	General News	Daily Nord	webnews	https://dailynord.fr/
Regional	Netherlands	NL	Dutch	nl	omroepflevoland	European Union	General News	Omroepflevoland	webnews	https://www.omroepflevoland.nl/
National	Ukraine	UA	Russian	ru	ko-com-ua-ru	Europe Other	General News	ko - Компьютерное Обозрение	webnews	http://ko.com.ua/
National	Ivory Coast	CI	French	fr	lenouveaureveil	Africa	General News	Le Nouveau Reveil	webnews	http://www.lenouveaureveil.com/ 
National	France	FR	French	fr	france3	European Union	General News	France 3	webnews	https://www.france.tv/france-3/
National	Spain	ES	Spanish	es	mallorcadiario	European Union	General News	Mallorca Diario	webnews	http://www.mallorcadiario.com/
National	Netherlands	NL	Dutch	nl	nporadio1	European Union	General News	nporadio1	webnews	http://www.nporadio1.nl/
National	Sweden	SE	Swedish	sv	helagotland	European Union	General News	Hela Gotland	webnews	https://helagotland.se/nyheter
International	Switzerland	CH	English	en	wto-org	Europe Other	General News	World Trade Organization - Home page - Global trade	webnews	https://www.wto.org/index.htm
National	United Kingdom	GB	English	en	nature-npjqi	Europe Other	General News	Nature - npj Quantum Information	webnews	https://www.nature.com/npjqi/
National	France	FR	Esperanto	eo	eo-mondediplo	European Union	General News	Libera Folio sendependa movada bulteno	webnews	https://eo.mondediplo.com/
National	France	FR	French	fr	aefinfo	European Union	General News	Agence Eduction et Formation (AEF)	webnews	https://www.aefinfo.fr/
National	Ukraine	UA	Russian	ru	novostey	Europe Other	General News	novostey	webnews	http://novostey.com/
National	Peru	PE	Spanish	es	larepublica-pe	South America	General News	La República - Peru	webnews	http://www.larepublica.pe
Regional	Italy	IT	Italian	it	ilfaroonline	European Union	General News	Il Faro	webnews	https://www.ilfaroonline.it/
National	Russia	RU	Russian	ru	planet-today	Asia	General News	Planet Today	webnews	http://planet-today.ru/
Regional	Portugal	PT	Portuguese	pt	hipersuper	European Union	General News	Hipersuper	webnews	http://www.hipersuper.pt
National	Armenia	AM	English	en	evnreport	Asia	General News	EVN Report Articles	webnews	https://www.evnreport.com/
International	United Kingdom	GB	English	en	andoveradvertiser	Europe Other	General News	Andover Advertiser	webnews	http://www.andoveradvertiser.co.uk/
National	Italy	IT	Italian	it	ecomy-it	European Union	General News	News d'italia politica, economia e sport - Notizie italiane in tempo reale!	webnews	https://www.ecomy.it/
International	Japan	JP	Japanese	ja	shikoku-np	Asia	General News	Shikoku Shimbun	webnews	http://www.shikoku-np.co.jp/
National	USA	US	English	en	FIS	North America	General News	Fish Information and Services	webnews	https://fis.com/index.asp?l=e
Local	Romania	RO	Romanian	ro	viata-libera	European Union	General News	Viata Libera	webnews	http://www.viata-libera.ro/
National	Germany	DE	English	en	daimler	European Union	General News	Daimler	webnews	https://www.daimler.com/en/
National	Czech Republic	CZ	English	en	rferl	European Union	General News	Radio Free Europe / Radio Liberty	webnews	https://www.rferl.org/
Local	Sweden	SE	Swedish	sv	signprint	European Union	General News	signprint	webnews	http://signprint.se/
National	Belgium	BE	English	en	fedasil	European Union	General News	migration NGO - Federal Agency for the Reception of Asylum Seekers (Fedasil)	webnews	http://fedasil.be/en
National	Italy	IT	Italian	it	informazione-tv	European Union	General News	informazione tv	webnews	http://www.informazione.tv/
National	Kuwait	KW	Arabic	ar	alqabas	Middle East	General News	alqabas	webnews	http://alqabas.com/
National	Czech Republic	CZ	Czech	cs	blesk	European Union	General News	Blesk	webnews	https://www.blesk.cz/
National	Hungary	HU	Hungarian	hu	zaol	European Union	General News	zaol	webnews	https://www.zaol.hu/
National	Sweden	SE	Swedish	sv	jmini	European Union	General News	Jmini	webnews	http://www.jmini.se/
National	France	FR	French	fr	unifab	European Union	General News	UNIFAB – Union des Fabricants	webnews	https://www.unifab.com/
National	Kazakhstan	KZ	Russian	ru	novoepoko	Asia	General News	novoepoko	webnews	http://www.np.kz/
National	Kazakhstan	KZ	English	en	astanatimes	Asia	General News	The Astana Times	webnews	http://astanatimes.com/
National	Italy	IT	Italian	it	palermo-virgilio	European Union	General News	palermo in Virgilio	webnews	https://palermo.virgilio.it/notizielocali/fonte/BlogSicilia---Palermo
National	Ivory Coast	CI	French	fr	abangui	Africa	General News	A Bangui	webnews	http://www.abangui.com/
National	Chile	CL	Spanish	es	elnortero	South America	General News	El Nortero	webnews	http://www.elnortero.cl/
International	Germany	DE	English	en	econpol	European Union	General News	econpol	webnews	https://www.econpol.eu/
National	Kyrgyzstan	KG	English	en	24-kg-en	Asia	General News	24 kg - English	webnews	https://24.kg/english/
National	USA	US	English	en	triblive	North America	General News	TribLIVE	webnews	https://triblive.com/
National	Brazil	BR	English	en	portaldamineracao	South America	General News	Portal da Mineração	webnews	http://portaldamineracao.com.br/
National	USA	US	English	en	pubmed	North America	General News	pubmed	webnews	https://www.ncbi.nlm.nih.gov/pubmed
International	France	FR	French	fr	oeildafrique	European Union	General News	Oeil d'Afrique	webnews	https://oeildafrique.com/
National	France	FR	French	fr	lecourrierdelamayenne	European Union	General News	Le Courrier de la Mayenne	webnews	http://www.lecourrierdelamayenne.fr/
National	Armenia	AM	English	en	armenpress	Asia	General News	Armenian Press	webnews	http://www.armenpress.am/eng/news/
National	Germany	DE	German	de	braunschweiger-zeitung	European Union	General News	Braunschweiger Zeitungsverlag	webnews	http://www.braunschweiger-zeitung.de/
National	Brazil	BR	Portuguese	pt	ansabrasil	South America	General News	ansa brasil	webnews	http://ansabrasil.com.br/
National	France	FR	French	fr	ville-rail-transports	European Union	General News	Ville Rail et Transports	webnews	http://www.ville-rail-transports.com/
National	Bulgaria	BG	English	en	sofiaglobe	European Union	General News	The Sofia Globe	webnews	http://sofiaglobe.com/
National	Estonia	EE	Estonian	et	kanal11-postimees	European Union	General News	Raadio 4 - problem grabber	webnews	https://kanal11.postimees.ee/
National	Netherlands	NL	English	en	shell	European Union	General News	shell	webnews	http://www.shell.com/
National	Italy	IT	Italian	it	letterelinguebbcc	European Union	General News	letterelinguebbcc	webnews	https://www.letterelinguebbcc.unisalento.it/home_page
National	Sweden	SE	Swedish	sv	varningskollen	European Union	General News	Varningskollen!	webnews	http://varningskollen.se/
National	Italy	IT	Italian	it	reporterscuola	European Union	General News	Reporter Scuola	webnews	http://www.reporterscuola.it/site/
National	Palestine, State of	PS	Arabic	ar	wattan-net	Middle East	General News	wattan.net	webnews	https://www.wattan.net/ar/
National	USA	US	English	en	nola	North America	General News	The Times-Picayune	webnews	http://www.nola.com/
National	United Kingdom	GB	English	en	oxforcedmigration	Europe Other	General News	migration NGO3 - Oxford Monitor of Forced Migration	webnews	https://www.oxforcedmigration.com/
National	Italy	IT	Italian	it	trapaniok	European Union	General News	Trapani OK	webnews	http://www.trapaniok.it/index.asp
National	Germany	DE	English	en	cenelec	European Union	General News	CENELEC - European Committee for Electrotechnical Standardisation	webnews	https://www.cenelec.eu/
National	Italy	IT	Italian	it	mister-x	European Union	General News	mister-x	webnews	http://www.mister-x.it/
National	Romania	RO	Romanian	ro	antena3	European Union	General News	Antena 3	webnews	https://www.antena3.ro/
National	USA	US	English	en	energia16	North America	General News	Energía16	webnews	http://www.energia16.com/
National	Portugal	PT	Portuguese	pt	sef-pt	European Union	General News	The Serviço de Estrangeiros e Fronteiras (Portoguese)	webnews	https://www.sef.pt/pt/Pages/Homepage.aspx
National	Ethiopia	ET	English	en	thereporterethiopia	Africa	General News	The Reporter	webnews	http://www.thereporterethiopia.com/
National	Ireland	IE	English	en	irishmirror	European Union	General News	Irish Mirror	webnews	http://www.irishmirror.ie/
National	Netherlands	NL	Dutch	nl	pdok	European Union	General News	pdok	webnews	https://www.pdok.nl/
National	Guinea	GN	French	fr	guineematin	Africa	General News	Guinée Matin	webnews	https://guineematin.com/
National	Angola	AO	Portuguese	pt	jornalf8	Africa	General News	Folha 8	webnews	http://jornalf8.net/
National	Armenia	AM	Russian	ru	panarmenian-ru	Asia	General News	PanARMENIAN (russian)	webnews	http://www.panarmenian.net/rus/
National	Sweden	SE	Swedish	sv	markbladet	European Union	General News	markbladet	webnews	http://markbladet.se/
National	USA	US	English	en	forestmachinemagazine	North America	General News	forestmachinemagazine	webnews	https://forestmachinemagazine.com/
National	Vietnam	VN	English	en	vietnamnet-vn-en	Asia	General News	vietNamNet News - English	webnews	https://vietnamnet.vn/en/
National	Spain	ES	Spanish	es	Publico-ES	European Union	General News	Público	webnews	https://www.publico.es/
National	China	CN	English	en	seefar	Asia	General News	Seefar	webnews	https://seefar.org/
National	USA	US	English	en	caritas-org	North America	General News	migration NGO -Caritas Internationalis	webnews	http://www.caritas.org/
National	Mexico	MX	Spanish	es	xeu	North America	General News	XEU	webnews	http://www.xeu.com.mx/
International	France	FR	French	fr	lesfrancais-press	European Union	General News	"Lesfrancais.press - L""info pour les expats par les expats assemblée des français de l'étranger, assurance maladie etranger et abonnement magazine"	webnews	https://lesfrancais.press/
Local	Romania	RO	Romanian	ro	covasnamedia	European Union	General News	CovasnaMedia	webnews	https://covasnamedia.ro/
International	Mexico	MX	Spanish	es	larevista	North America	General News	La Revista Peninsular	webnews	http://www.larevista.com.mx/
National	Azerbaijan	AZ	Azerbaijani	az	azadliq-radiosu	Asia	General News	Azadliq Radiosu	webnews	https://www.azadliq.org/
Regional	Netherlands	NL	Dutch	nl	sporza	European Union	General News	sporza	webnews	https://sporza.be/nl/
National	Hungary	HU	Hungarian	hu	szabadmagyarszo	European Union	General News	Szabad Magyar Szó - Független közéleti fórum	webnews	https://szabadmagyarszo.com/
National	Italy	IT	Italian	it	tuttoambiente	European Union	General News	tutto ambiente	webnews	https://www.tuttoambiente.it/
National	Sweden	SE	Swedish	sv	polisforbundet	European Union	General News	Polisforbundet	webnews	http://www.polisforbundet.se/
National	France	FR	English	en	saint-gobain	European Union	General News	saint-gobain	webnews	https://www.saint-gobain.com/en
National	Cuba	CU	Spanish	es	radiorebelde	Central America	General News	Radio Rebelde - Cuba	webnews	http://www.radiorebelde.cu/
International	United Kingdom	GB	English	en	msn-uk	Europe Other	General News	MSN - United Kingdom	webnews	https://www.msn.com/en-gb/news
National	Spain	ES	Spanish	es	malagaes	European Union	General News	malagaes	webnews	https://www.malagaes.com/
National	Venezuela	VE	Spanish	es	ipys	South America	General News	IPYS - Instituto Prensa y Sociedad Venezuela	webnews	http://ipys.org.ve/
Regional	Netherlands	NL	Dutch	nl	pitane-blue	European Union	General News	pitane	webnews	https://pitane.blue/en/
National	Iraq	IQ	English	en	iraqinews	Middle East	General News	Iraqi news	webnews	http://www.iraqinews.com/
National	Ukraine	UA	Ukrainian	uk	ukranews2-uk	Europe Other	General News	Ukrainian news - Ukrainian	webnews	https://ukranews.com/ua/
National	United Kingdom	GB	English	en	bbc-radio4	Europe Other	General News	BBC Radio - Radio Four	webnews	https://www.bbc.co.uk/radio4
National	Italy	IT	Italian	it	massa-critica	European Union	General News	Massa critica	webnews	https://www.massa-critica.it/
National	Yemen	YE	Arabic	ar	almasdaronline	Middle East	General News	almasdaronline	webnews	http://almasdaronline.com
International	Vietnam	VN	Vietnamese	vi	baodientu	Asia	General News	Vietnam Pictorial (vietnamien)	webnews	http://baodientu.chinhphu.vn/
National	Sudan	SD	English	en	unmiss	Africa	General News	UNMIS - United Nations Missions in Sudan	webnews	https://unmiss.unmissions.org/
International	USA	US	English	en	foreignaffairs	North America	General News	Council on Foreign Relations	webnews	http://www.foreignaffairs.org/
